Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-12-09,4232.75,4237.91,4193.17,4203.58,5505111
2016-12-12,4215.56,4220.02,4191.02,4212.07,4611316
2016-12-13,4210.07,4249.41,4208.01,4239.1,5391534
2016-12-14,4242.93,4243.7,4203.18,4218.76,7139441
2016-12-15,4208.7,4219.87,4179.16,4189.09,5013406
2016-12-16,4200.84,4250.12,4160.39,4220.07,9010912
2016-12-19,4202.72,4202.72,4175.3,4189.86,5065617
2016-12-20,4195.52,4216.1,4192.65,4215.8,8937132
2016-12-21,4202.54,4205.06,4167.22,4177.07,4949400
2016-12-22,4180.58,4180.58,4137.35,4157,4819206
2016-12-23,4166.68,4171.17,4148.41,4165.03,3116992
2016-12-27,4167.65,4175.55,4154.94,4175.55,4883617
2016-12-28,4181.9,4188.32,4168.15,4185.25,4706395
2016-12-29,4189.89,4213.57,4188.33,4213.57,4427607
2016-12-30,4208.29,4230.39,4208.29,4215.54,6446032
2017-01-02,4229.85,4232.76,4185.43,4200.18,3199191
2017-01-03,4197.83,4219.29,4197.49,4214.73,9673515
2017-01-04,4221.28,4236.75,4212.43,4230.99,12284321
2017-01-05,4229.91,4235.33,4213.08,4223.36,10548647
2017-01-09,4233.58,4257.49,4220.43,4257.49,10651239
2017-01-10,4264.4,4316.73,4264.4,4316.73,12498920
2017-01-11,4323.1,4380.51,4323.1,4380.51,12094355
2017-01-12,4391.99,4409.72,4381.21,4399.05,12197112
2017-01-13,4402.28,4402.35,4367.04,4385.43,10319424
2017-01-16,4383.67,4402.5,4380.12,4395.66,12176235
2017-01-17,4394.47,4405.17,4385.9,4399.03,12020687
2017-01-18,4413.7,4417.02,4395.24,4402.49,17343476
2017-01-19,4410.74,4426.01,4410.74,4425.55,5370613
2017-01-20,4420.82,4449.28,4418.21,4443.18,5543126
2017-01-23,4440.37,4486.65,4440.37,4470.05,8044964
2017-01-24,4481.08,4516.94,4474.66,4516.94,11391304
2017-01-25,4541.17,4629.03,4540.09,4629.03,12492404
2017-01-26,4658.25,4674.75,4640.52,4642.14,13748726
2017-01-27,4666.76,4667.53,4621.63,4644.6,9137136
2017-01-30,4655.1,4661.35,4612.33,4627.92,10572405
2017-01-31,4629.88,4652.85,4607.84,4643.2,8406484
2017-02-01,4656.24,4675.53,4646.13,4654.14,8368213
2017-02-02,4653.69,4669.14,4617.91,4625.85,9286757
2017-02-03,4629.62,4631.72,4589.53,4602.96,8063402
2017-02-06,4603.75,4625.88,4595.91,4600.51,7243069
2017-02-07,4593.44,4613.35,4590.24,4610.91,5334345
2017-02-08,4615.9,4637.71,4595.75,4637.71,12286581
2017-02-09,4655.15,4733.54,4654.56,4733.54,12116311
2017-02-10,4754.93,4803.75,4754.93,4799.41,35155028
2017-02-13,4809.77,4819.56,4795.93,4809.51,26551614
2017-02-14,4813.48,4815.54,4779.77,4800.66,9886211
2017-02-15,4801.48,4810.5,4788.69,4795.39,8297622
2017-02-16,4797.83,4839.35,4797.4,4838.2,8682347
2017-02-17,4835.11,4836.48,4790.1,4790.1,8913606
2017-02-20,4801.99,4815.24,4794.98,4800.47,5311352
2017-02-21,4804.99,4883.48,4804.99,4883.48,7935768
2017-02-22,4909.9,4919.86,4882.56,4900.1,6630735
2017-02-23,4917.2,4919.73,4893.73,4906.88,7290756
2017-02-24,4904,4911.96,4836.9,4856.97,9824838
2017-02-27,4864.19,4881.08,4836.2,4867.29,6753557
2017-02-28,4852.56,4856.97,4807.1,4840.21,9734871
2017-03-01,4857.19,4915.67,4849.53,4915.67,17893717
2017-03-02,4932.62,4961.65,4923.73,4929.32,14266736
2017-03-03,4928.54,4928.54,4896.16,4896.16,7474293
2017-03-06,4905.68,4905.68,4862.66,4862.66,6916204
2017-03-07,4854.07,4855.27,4808.05,4827.47,8276379
2017-03-08,4821.32,4821.32,4769.89,4785.21,19486718
2017-03-09,4784.56,4789.77,4722.78,4738.19,10925300
2017-03-10,4754.08,4803.26,4752.66,4770.01,5764279
2017-03-13,4801.98,4850.32,4797.03,4840.08,5721715
2017-03-14,4863.41,4866.21,4834.15,4857.29,7808776
2017-03-15,4871.73,4889.88,4838.05,4843.88,4761557
2017-03-16,4889.99,4922.33,4889.99,4904.78,8713410
2017-03-17,4921.05,4939.01,4883.35,4893.95,9676545
2017-03-20,4903.59,4918.68,4879.47,4890.14,7206175
2017-03-21,4893.58,4901.11,4808.37,4830.21,18774589
2017-03-22,4787.03,4787.03,4728.75,4771.31,14545716
2017-03-23,4772.03,4828.58,4772.03,4807.07,11052124
2017-03-24,4799.3,4807.02,4778.89,4795.92,9012765
2017-03-27,4746.28,4759.09,4726.23,4745.99,6050449
2017-03-28,4768.98,4794.63,4768.98,4794.63,8921523
2017-03-29,4809.2,4818.74,4770.75,4786.63,8027826
2017-03-30,4791.85,4799.31,4742.29,4763.99,6208669
2017-03-31,4772.27,4774.54,4734.93,4743.66,5078463
2017-04-03,4753.2,4757.28,4725.94,4732.67,9952670
2017-04-04,4741.6,4751.05,4734.46,4747.47,8676710
2017-04-05,4757.94,4785.21,4757.4,4778.17,11343744
2017-04-06,4762.05,4787.49,4754.66,4787.49,9218553
2017-04-07,4784.84,4798.19,4765.96,4774.01,7095697
2017-04-10,4773.66,4778.98,4736.58,4738.28,8464540
2017-04-11,4746.62,4752.47,4674.72,4674.72,6840416
2017-04-12,4678.55,4708.32,4678.55,4681.02,7807253
2017-04-13,4686.85,4696.3,4676.12,4678.22,5026783
2017-04-18,4691.2,4712.64,4669.3,4684.78,7744277
2017-04-19,4688.74,4722.81,4682.42,4721.64,7733478
2017-04-20,4735.04,4740.97,4703.36,4721.41,7832028
2017-04-21,4728.16,4742.57,4695.26,4707.81,7562024
2017-04-24,4725.89,4777.07,4720.41,4775.38,6125539
2017-04-25,4811.72,4848.1,4791.76,4848.1,13837914
2017-04-26,4853.09,4856.39,4817.4,4856.39,7992371
2017-04-27,4844.84,4874.25,4832.72,4865.27,6846585
2017-04-28,4866.46,4884.72,4850.92,4858.05,9324974
2017-05-02,4899.66,4931.72,4892.03,4907.36,6442691
2017-05-04,4918.75,4942.55,4877.48,4907.03,9614923
2017-05-05,4900.07,4900.07,4859.07,4890.67,5332394
2017-05-08,4904.51,4905.75,4873.24,4886.01,8318960
2017-05-09,4908.39,4928.84,4874.72,4895.03,7234807
2017-05-10,4899.14,4916.29,4877.81,4913.57,10689095
2017-05-11,4926.1,4936.66,4890.79,4914.11,11977492
2017-05-12,4898.64,4901.46,4867.59,4872.83,7823062
2017-05-15,4875.62,4880.19,4862.88,4867.04,4414879
2017-05-16,4865.07,4881.68,4809.16,4820.41,9710133
2017-05-17,4786,4798.62,4753.04,4763.22,9912354
2017-05-18,4730.42,4747.68,4661.16,4721.62,10966417
2017-05-19,4722.85,4791.46,4713.44,4788.56,11019779
2017-05-22,4786.54,4819.15,4786.54,4803.22,6279346
2017-05-23,4801.4,4811.82,4778.07,4793.2,6169843
2017-05-24,4791.75,4825.2,4789.48,4822.79,7620592
2017-05-25,4857.94,4873.16,4849.71,4866.05,9611314
2017-05-26,4864.21,4864.21,4831.67,4837.35,5094229
2017-05-29,4831.5,4836.96,4810.75,4830.11,4252903
2017-05-30,4824.98,4838.09,4803.69,4826.41,6463599
2017-05-31,4822.37,4828.7,4782.84,4798.74,13585916
2017-06-01,4814.86,4845.52,4799.62,4845.11,5784567
2017-06-02,4860.27,4897.05,4860.27,4889.66,4692685
2017-06-05,4901.69,4914.91,4850.55,4857.87,4835743
2017-06-06,4848.4,4882.48,4838.72,4881.3,5195371
2017-06-07,4879.07,4894.11,4852.36,4865.59,4889342
2017-06-08,4865.81,4873.66,4851.48,4868.48,4278629
2017-06-09,4876.24,4894.76,4862.11,4875.06,6319371
2017-06-12,4859.84,4864.78,4807.01,4822.67,5245357
2017-06-13,4820.39,4834.08,4811.35,4830.9,4204046
2017-06-14,4834.23,4840.24,4811.8,4826.65,10730983
2017-06-16,4811.99,4839.52,4799.16,4799.16,7562974
2017-06-19,4810.58,4838.55,4810.58,4829.26,7559110
2017-06-20,4836.06,4854.26,4834.78,4854.26,5504288
2017-06-21,4852.8,4871.69,4824.46,4869.35,7425690
2017-06-22,4863.88,4882.68,4857.97,4869.35,7831022
2017-06-23,4880.77,4898.91,4877.94,4888.14,3542709
2017-06-26,4906.55,4937.35,4900.05,4930.37,9398926
2017-06-27,4934.48,4964.34,4920.79,4957.25,15318425
2017-06-28,4922.34,4926.75,4891.6,4891.8,7577633
2017-06-29,4903.68,4913.81,4875.56,4903.45,6409355
2017-06-30,4896.13,4907.43,4877.02,4907.43,6745024
2017-07-03,4909.66,4910.26,4883.39,4895.84,3686680
2017-07-04,4881.75,4883.48,4841.28,4841.28,5138227
2017-07-05,4846.66,4854.97,4809.33,4838.1,4167856
2017-07-06,4836.36,4848.67,4828.06,4848.67,3049862
2017-07-07,4847.96,4853.42,4820.93,4820.93,3026269
2017-07-10,4826.53,4845.26,4819.97,4833.32,3828651
2017-07-11,4848.82,4849.47,4814.22,4819.57,3569642
2017-07-12,4830.99,4863.92,4830.45,4863.92,5834039
2017-07-13,4867.23,4892.56,4859.35,4885.23,9551423
2017-07-14,4895.9,4917.29,4888.91,4917.29,5830642
2017-07-17,4918.29,4945.32,4918.11,4935.93,5791870
2017-07-18,4934.68,4938.47,4908.42,4916.3,6635683
2017-07-19,4919.26,4920.52,4883.64,4903.11,7159640
2017-07-20,4911.93,4935.76,4893.03,4904.81,5912056
2017-07-21,4896.76,4917.4,4893.6,4898.31,4300285
2017-07-24,4904.9,4907.89,4886.17,4901.13,4718418
2017-07-25,4909.73,4916.47,4898.63,4912.74,5384591
2017-07-26,4927.39,4932.21,4920.23,4930.59,5929749
2017-07-27,4931.05,4939.96,4917.57,4924.95,12109272
2017-07-28,4925.76,4932.86,4902.63,4932.49,13176535
2017-07-31,4931.12,4943.06,4916.99,4930.77,7980064
2017-08-01,4939.67,4942.95,4923.52,4931.23,9522361
2017-08-02,4949.13,4953.73,4920.75,4928,15254019
2017-08-03,4916.82,4919.72,4865.44,4874.71,22107979
2017-08-04,4877.01,4894.56,4861.23,4868.04,25188720
2017-08-07,4877.8,4891.75,4876.08,4890.36,14358739
2017-08-08,4901.39,4907.9,4891.7,4904.19,14563961
2017-08-09,4905.43,4905.74,4858.62,4868.06,7233326
2017-08-10,4877.44,4878.97,4848.24,4848.24,9223506
2017-08-11,4818.61,4831.47,4808.45,4831.47,8224840
2017-08-14,4849.89,4855.08,4832.72,4839.94,5547485
2017-08-16,4844.68,4874.32,4840.17,4867.1,6795116
2017-08-17,4870.13,4879.7,4862.29,4866.26,5583397
2017-08-18,4853.66,4868.41,4850.59,4865.55,5312623
2017-08-21,4867.74,4887.72,4866.22,4887.72,4549662
2017-08-22,4893.7,4901.94,4871.45,4887.68,6146674
2017-08-23,4885.27,4885.27,4844.84,4863.13,8731915
2017-08-24,4857.25,4879.3,4852.22,4879.3,7144235
2017-08-25,4873.58,4884.81,4866.8,4876.38,8774411
2017-08-28,4867.93,4888.5,4863.92,4887.1,10819793
2017-08-29,4880.66,4888.47,4806.14,4832.12,6972008
2017-08-30,4849.39,4859.99,4834.47,4856,11989439
2017-08-31,4864.51,4907.78,4864.51,4907.78,11604457
2017-09-01,4906.34,4924.4,4889.88,4909.22,5953572
2017-09-04,4903.03,4914.63,4893.15,4909.5,3237400
2017-09-05,4912.67,4925.38,4895.99,4910.33,4904839
2017-09-06,4910.05,4920.61,4839.34,4863.06,10926896
2017-09-07,4880.31,4888.34,4853.31,4865.64,8389808
2017-09-08,4870.02,4898.67,4864.91,4889.39,22115602
2017-09-11,4897.8,4913.24,4890.59,4895.63,11853979
2017-09-12,4912.26,4943.95,4894.57,4927.9,13487048
2017-09-13,4920.98,4953.24,4920.98,4933.13,9384808
2017-09-14,4942.03,4947.01,4896.36,4905.33,7786675
2017-09-15,4909.99,4925.76,4881.27,4881.27,13123552
2017-09-18,4889.64,4913.01,4882.93,4893.39,8129919
2017-09-19,4897.18,4909.41,4885.71,4908.91,8563469
2017-09-20,4925.97,4938.83,4920.45,4932.16,9144883
2017-09-21,4940.81,4946.5,4912.23,4931.14,11467332
2017-09-22,4930.27,4938.81,4895.89,4924.84,7198535
2017-09-25,4925.99,4929.99,4906.11,4916.8,7555629
2017-09-26,4917.18,4922.65,4889.68,4911.84,7144599
2017-09-27,4906.53,4927.97,4906.53,4919.78,8075852
2017-09-28,4931.01,4959.12,4925.42,4959.12,11375894
2017-09-29,4965.43,4988.02,4962.94,4988.02,12394650
2017-10-02,4985.24,4997.18,4959.97,4974.19,8984368
2017-10-03,4985.65,4996.16,4949.34,4956.01,8024433
2017-10-04,4948.74,4953.43,4907.48,4912.74,7484550
2017-10-05,4910.8,4929.23,4908.92,4928.62,7126294
2017-10-06,4935.98,4948.28,4924.02,4930.58,12077672
2017-10-09,4923.22,4935.73,4915.49,4922.86,5395016
2017-10-10,4942.57,4946.96,4907.33,4922.67,19328748
2017-10-11,4926.37,4967.18,4919.53,4949.91,24986960
2017-10-12,4976.4,4997.2,4964.26,4964.26,26728739
2017-10-13,4977.65,4984.49,4948.61,4948.61,9496252
2017-10-16,4970.5,4974.82,4947,4960.7,8235902
2017-10-17,4955.09,4955.09,4888.22,4888.22,10873221
2017-10-18,4892.47,4901.93,4844.37,4846.8,7168298
2017-10-19,4847.26,4863.81,4800.7,4820.03,10787843
2017-10-20,4822.99,4834.16,4796.33,4831.82,15360010
2017-10-23,4829.01,4838.82,4787.48,4794.11,7424966
2017-10-24,4802.73,4802.73,4724.32,4724.54,8951987
2017-10-25,4730.04,4765.72,4717.77,4763.56,9164717
2017-10-26,4767.14,4784.26,4754.45,4784.26,9684538
2017-10-27,4801.04,4821.85,4786.79,4821.85,20459389
2017-10-30,4839.99,4850.01,4832.49,4850.01,14772347
2017-10-31,4850.92,4875.44,4837.84,4875.44,12327380
2017-11-02,4892.85,4893.45,4849.58,4860.41,8882636
2017-11-03,4869.8,4876.07,4845.76,4848.38,9454485
2017-11-06,4852.25,4858.19,4826.4,4855.92,8609484
2017-11-07,4863.13,4933.17,4860.99,4922.71,14248098
2017-11-08,4918.81,4931.36,4895.7,4903.11,10896738
2017-11-09,4891.81,4904.17,4858.21,4877.83,8242638
2017-11-10,4860.5,4877.95,4833.37,4833.37,5176381
2017-11-13,4837.58,4838.43,4762.44,4776.75,10289048
2017-11-14,4805.2,4810.49,4721.56,4749.5,13185934
2017-11-15,4747.98,4756.15,4692.81,4715.73,8873497
2017-11-16,4729.73,4737.77,4720.29,4736.74,7511779
2017-11-17,4750.54,4786.21,4746.76,4782.21,9691409
2017-11-20,4787.12,4829.48,4787.12,4829.48,8508778
2017-11-21,4829.83,4839.68,4801.7,4838.84,9196443
2017-11-22,4778.37,4823.93,4778.37,4823.93,9578956
2017-11-23,4814.7,4837.48,4801.4,4809,6244375
2017-11-24,4822.1,4839.21,4814.52,4827,10032894
2017-11-27,4826.71,4849.76,4817.95,4826.62,13747659
2017-11-28,4817.09,4824.43,4800.89,4811.44,9274984
2017-11-29,4805.62,4816.82,4748.73,4760.45,20025623
2017-11-30,4739.37,4765.5,4736.66,4750.25,32140351
2017-12-01,4752.52,4760.92,4694.98,4724,11252258
2017-12-04,4722.98,4749.17,4684.59,4740.69,6248339
2017-12-05,4732.04,4776.45,4732.04,4772.56,10683328
2017-12-06,4757.13,4758.87,4710.5,4741.19,9230248
2017-12-07,4745.5,4769.77,4734.48,4745.32,7126344
2017-12-08,4750.83,4757.34,4720.96,4734.98,6937151
2017-12-11,4738.83,4751.38,4701.16,4715.39,6123491
2017-12-12,4714.43,4744.68,4704.68,4744.68,9119459
2017-12-13,4744.45,4766.29,4739.11,4766.29,11015919
2017-12-14,4773.95,4775.45,4713.45,4737.36,10655541
2017-12-15,4739.56,4744.23,4712.12,4733.96,13113880
2017-12-18,4735.59,4759.9,4728.16,4759.9,7093988
2017-12-19,4762.19,4780.92,4753.48,4780.92,9929918
2017-12-20,4784.75,4785.15,4740.56,4753.85,10145155
2017-12-21,4743.42,4772,4738.61,4772,9688404
2017-12-22,4764.01,4786.87,4764.01,4785.76,9986375
2017-12-27,4791.47,4825.75,4785.01,4825.75,27136578
2017-12-28,4838.82,4850.76,4827.29,4849.99,12602612
2017-12-29,4836.54,4850.45,4827.26,4847.27,8871153
2018-01-03,4876.56,4902.66,4845.26,4871.9,6984084
2018-01-04,4888.22,4924.17,4888.22,4923.66,14763225
2018-01-05,4934.64,4939.36,4923.55,4935.36,7473405
2018-01-08,4944.49,4972.89,4943.58,4972.89,7589058
2018-01-09,4974.86,4986,4929.64,4955.22,10156030
2018-01-10,4948.59,4948.59,4875.6,4887.38,7653315
2018-01-11,4891.23,4915.4,4864.26,4911.5,8024728
2018-01-12,4920.37,4933.1,4903.01,4907.68,6604433
2018-01-15,4914.15,4919.69,4893.47,4897.63,4516161
2018-01-16,4909.01,4933.65,4895.89,4931.21,9132698
2018-01-17,4943.59,4974.99,4938.31,4969.73,7606248
2018-01-18,4984.42,5026.43,4970.05,5024.21,8835731
2018-01-19,5035.92,5038.05,5005.85,5024.2,8919900
2018-01-22,5033.48,5045.2,5014.37,5044.48,6029018
2018-01-23,5066.18,5085.99,5031.06,5069.12,6904563
2018-01-24,5059.7,5077.17,5035.87,5060.08,5585139
2018-01-25,5052.5,5056.11,4998.45,4998.45,6780239
2018-01-26,5004.35,5030.8,4990.54,5018.59,5989301
2018-01-29,5036.44,5041.25,5002.62,5024.91,18943551
2018-01-30,5019.09,5019.09,4956.55,4988.05,8832810
2018-01-31,4994.55,5028.18,4989.77,5023.24,8768668
2018-02-01,5013.05,5030.96,4940.87,4982.01,11108573
2018-02-02,4970.32,4981.49,4935.05,4958.21,6625689
2018-02-05,4907.67,4909.6,4860.2,4875.74,7716477
2018-02-06,4689.98,4770.32,4689.98,4749.82,15725441
2018-02-07,4777.92,4807.77,4765.51,4799.73,8453687
2018-02-08,4807.02,4817.33,4789.39,4790.38,10779292
2018-02-09,4726.27,4759.95,4709.71,4725.82,8581795
2018-02-12,4746.16,4769.42,4744.37,4745.67,5776065
2018-02-13,4765.13,4783.86,4758.8,4773.73,4619734
2018-02-14,4785.84,4816.88,4784.09,4814.31,5784563
2018-02-15,4839.16,4858.13,4820.49,4820.49,5742359
2018-02-16,4831.17,4854.93,4801.22,4829.21,13911730
2018-02-19,4828.33,4832.75,4812.14,4815.5,8172910
2018-02-20,4808.28,4817.84,4780.73,4806.4,4748111
2018-02-21,4801.83,4812.14,4760.33,4777.82,5997573
2018-02-22,4767.09,4791.06,4720.94,4788.18,6783384
2018-02-23,4794.92,4806.82,4774.69,4792.61,5520420
2018-02-26,4803.32,4803.32,4771.37,4782.37,7006137
2018-02-27,4791.71,4804.38,4753.57,4789.88,6755173
2018-02-28,4759.77,4762.26,4706.14,4720.88,9125447
2018-03-01,4708.33,4713.56,4658.26,4693.9,7203528
2018-03-02,4668.07,4694.34,4648.79,4648.79,6240997
2018-03-05,4643.59,4687.29,4642.84,4664.04,5426714
2018-03-06,4680.13,4701.31,4676.12,4690.23,5797915
2018-03-07,4682.54,4744.35,4669.38,4744.35,5283464
2018-03-08,4751.51,4773.22,4730.45,4751.55,4430010
2018-03-09,4742.39,4779.6,4710.78,4779.6,4104236
2018-03-12,4788.86,4818.17,4777.53,4818.17,4301145
2018-03-13,4823.1,4826.16,4795.45,4801.5,5538366
2018-03-14,4791.96,4792.52,4762.2,4791.67,3584155
2018-03-15,4796.12,4800.94,4776.32,4794.25,4173805
2018-03-16,4785.72,4785.97,4737.15,4753.7,8118001
2018-03-19,4770.12,4770.12,4698.06,4714.94,4199205
2018-03-20,4706.96,4719.05,4672.99,4698.32,6449552
2018-03-21,4706,4735.44,4701.34,4735.44,7052363
2018-03-22,4728.41,4746.61,4645.25,4652,6730910
2018-03-23,4626.77,4635.65,4599.93,4611.8,5862815
2018-03-26,4604.79,4614.31,4557.61,4557.61,5624828
2018-03-27,4594.24,4608,4560.21,4566.1,5858154
2018-03-28,4557.36,4557.36,4514.03,4531.28,8819438
2018-03-29,4539.87,4582.96,4538.59,4554.89,9006562
2018-04-03,4546.27,4588.54,4545.47,4559.4,6190714
2018-04-04,4574.04,4599.98,4569.35,4599.98,10371438
2018-04-05,4600.55,4643.76,4600.55,4636.68,6922963
2018-04-06,4635.04,4655.67,4618.44,4655.67,7874787
2018-04-09,4650.7,4678.45,4641,4670.85,5235627
2018-04-10,4667.55,4668.55,4633.94,4641.66,7009584
2018-04-11,4647.68,4672.98,4616.83,4631.45,6958126
2018-04-12,4630.61,4668.25,4628.66,4650.82,10105316
2018-04-13,4660.61,4666.16,4645.6,4655.49,9412279
2018-04-16,4660.39,4660.52,4641.16,4646.45,4181168
2018-04-17,4643.51,4647.26,4609.75,4618.28,5638363
2018-04-18,4620.95,4648,4618.02,4648,4623541
2018-04-19,4651.02,4669.33,4640.47,4641.43,4087046
2018-04-20,4650.47,4657.52,4629.97,4633.61,4905813
2018-04-23,4632.14,4636.55,4607.15,4607.15,4271344
2018-04-24,4614.67,4619.09,4576.2,4576.2,5108930
2018-04-25,4577.53,4583.73,4559.63,4569.83,8705509
2018-04-26,4562.2,4582.42,4558.08,4558.08,5708420
2018-04-27,4565.61,4581.36,4549.92,4570.82,6896586
2018-04-30,4551.62,4576.68,4550.08,4571.37,5016546
2018-05-02,4562.65,4611.95,4560.06,4611.95,3308138
2018-05-04,4597.43,4616.77,4543.23,4561.85,3047207
2018-05-07,4569.48,4584.04,4559.83,4576.01,2527069
2018-05-08,4583.03,4583.49,4539.22,4554.32,5818919
2018-05-09,4554.18,4587.41,4547.23,4571.12,6981947
2018-05-10,4574.07,4594.31,4570.3,4574.16,4996471
2018-05-11,4572,4644.98,4572,4644.42,6676212
2018-05-14,4644.28,4680.01,4644.28,4673.45,7959291
2018-05-15,4664.4,4664.4,4583.43,4588.76,7036105
2018-05-16,4606,4618,4587.53,4618,12493323
2018-05-17,4601.39,4608.82,4574.89,4595.58,3916834
2018-05-18,4579.82,4583.64,4531.38,4535.43,7699317
2018-05-21,4548.4,4559.66,4511.61,4515.23,5362255
2018-05-22,4510.8,4522.21,4500.64,4520.4,6044655
2018-05-23,4503.03,4508.27,4431.88,4433.96,7377174
2018-05-24,4447.23,4468.24,4439.08,4466.56,9256265
2018-05-25,4457.35,4476.2,4440.84,4475.77,6529373
2018-05-28,4464.62,4475.15,4457.29,4469.45,7374479
2018-05-29,4472,4481.19,4432.06,4480.62,7696237
2018-05-30,4451.88,4500.78,4431.62,4500.78,15550698
2018-06-01,4484.45,4508.35,4455.53,4508.35,3587640
2018-06-04,4520.18,4524.79,4480.05,4504.89,6413843
2018-06-05,4499.8,4518.12,4488.44,4518.12,4355671
2018-06-06,4522.51,4539.29,4511.1,4513.16,4886356
2018-06-07,4521.44,4554.22,4518.36,4537.77,4549364
2018-06-08,4523.32,4535.56,4514.16,4525.76,4715464
2018-06-11,4528.96,4537.84,4505.79,4505.79,3319570
2018-06-12,4512.3,4526.24,4481.47,4493.71,2999748
2018-06-13,4490.26,4503.06,4466.31,4477.86,3941284
2018-06-14,4485.69,4485.69,4445.18,4448.69,4472099
2018-06-15,4443.57,4447.86,4340.93,4340.93,10184746
2018-06-18,4346.39,4361.18,4259.43,4259.43,4546980
2018-06-19,4206.38,4263.13,4195.28,4262.79,6304038
2018-06-20,4258.8,4325.25,4258.8,4311.72,5676778
2018-06-21,4317.4,4323.73,4267.52,4271.53,4435604
2018-06-22,4275.18,4285.77,4261.78,4273.16,9012092
2018-06-25,4244.18,4277.74,4234.01,4249.43,9033308
2018-06-26,4256.69,4260.34,4229.77,4235.37,5398325
2018-06-27,4226.61,4253.31,4219.19,4251.98,14281228
2018-06-28,4234.91,4239.29,4189.58,4196.43,11859452
2018-06-29,4168.59,4238.72,4168.59,4219.73,5524453
2018-07-02,4204.54,4206.95,4182.58,4202.52,3525455
2018-07-03,4191.04,4217.85,4182.71,4206.83,4930324
2018-07-04,4203.28,4260.71,4203.28,4260.71,4212222
2018-07-05,4247.38,4288.7,4247.17,4253.36,6677890
2018-07-06,4250.1,4258.59,4192.5,4197.27,6368409
2018-07-09,4194.38,4210.18,4159.06,4174.53,4215873
2018-07-10,4173.98,4228.91,4173.98,4225.96,4817258
2018-07-11,4200.97,4208.88,4186.25,4203.83,6128416
2018-07-12,4210.38,4219.05,4194.91,4207.61,4921489
2018-07-13,4208.64,4221.36,4187.57,4210.19,3947434
2018-07-16,4214.05,4218.11,4192.43,4216.63,3378719
2018-07-17,4214.05,4217.9,4185.55,4191.77,5364474
2018-07-18,4189.08,4207.08,4178.1,4198.92,6329746
2018-07-19,4196.53,4205.51,4187.72,4205.05,6224329
2018-07-20,4207.49,4218.01,4192.82,4215.95,9114737
2018-07-23,4217.28,4253.89,4217.28,4241.92,4309927
2018-07-24,4231.96,4280.15,4231.96,4277.87,5049980
2018-07-25,4285.89,4293.7,4264.94,4288.36,4271055
2018-07-26,4289.11,4320.14,4286.19,4320.14,6142375
2018-07-27,4333.39,4342.28,4308.46,4318.24,8298195
2018-07-30,4299.23,4329.66,4299.23,4320.33,6856486
2018-07-31,4321.51,4349.85,4321.51,4343.98,7110377
2018-08-01,4353.91,4363.5,4336.25,4352.36,4930229
2018-08-02,4341.35,4343.81,4302.66,4302.79,5321581
2018-08-03,4309.1,4318.78,4299.16,4316.37,4969737
2018-08-06,4316.16,4319.96,4291.71,4301.74,3817940
2018-08-07,4297.84,4321.57,4289,4308.54,15447158
2018-08-08,4310.92,4353.02,4309.71,4350.98,13875257
2018-08-09,4347,4363.13,4330.94,4363.13,18196739
2018-08-10,4354.32,4355.01,4269.7,4280.49,11632628
2018-08-13,4271.94,4273.11,4224.93,4237.69,13524648
2018-08-14,4239.48,4248.16,4232.36,4241.19,19111211
2018-08-16,4224.5,4238.4,4202.3,4238.4,15801796
2018-08-17,4239.8,4257.01,4229.57,4240.04,22702919
2018-08-20,4242.42,4246.81,4223.27,4225.97,20738483
2018-08-21,4227.27,4251.23,4221.55,4251.23,17213665
2018-08-22,4262.86,4268.23,4238.37,4251.14,16890007
2018-08-23,4253.79,4257.26,4235.15,4253.59,12400920
2018-08-24,4252.02,4267.84,4250.1,4262.47,8663386
2018-08-27,4271,4308.72,4266.71,4308.72,8823285
2018-08-28,4322.85,4330.72,4296.2,4305.34,12078862
2018-08-29,4310.74,4310.74,4287.01,4300.36,9559103
2018-08-30,4315.73,4319.76,4266.25,4277.29,5781413
2018-08-31,4268.14,4268.14,4218.9,4231.06,19835579
2018-09-03,4230.4,4255.4,4189.32,4190.6,16463809
2018-09-04,4194.66,4203.17,4112.3,4126.45,13562277
2018-09-05,4114.4,4121.87,4067.68,4067.68,12539376
2018-09-06,4062.45,4062.5,4007.31,4020.43,16674715
2018-09-07,4017.3,4019.34,3939.02,3956.78,12102285
2018-09-10,3959.86,3969,3928.9,3962.91,9738990
2018-09-11,3964.87,3968.29,3918.11,3921.92,11046282
2018-09-12,3944.4,3946.11,3904.71,3921.27,13186772
2018-09-13,3930.53,3985.77,3927.22,3985.77,9184531
2018-09-14,3989.12,4038.65,3983.55,4038.65,13648509
2018-09-17,4032.26,4032.26,3969.33,3969.33,14209836
2018-09-18,3980.5,4002.26,3965.09,3996.89,11677289
2018-09-19,4010.49,4028.62,3999.31,4023.37,8195193
2018-09-20,4026.17,4063.38,4026.08,4063.38,22478870
2018-09-21,4058.65,4094.45,4057.98,4071.02,42196890
2018-09-24,4062.04,4153.82,4062.04,4145.13,13167939
2018-09-25,4138.1,4179.48,4137.02,4158.01,7210129
2018-09-26,4169.79,4198.51,4167.24,4193.5,7207195
2018-09-27,4191.31,4196.48,4170.65,4188.54,5801173
2018-09-28,4187.96,4193.08,4144.39,4168.97,8692968
